°Candthecolorof	1	13	0	0	Aaaaaaaaaaaaaa	1	°°°C°Cafofroforof	0
Absoluteethanol(20-30mL	2	15	4	1	Aaaaaaaaaaaaaaa0000aA	1	AAAbAbsLmL0mL30mL	0
S111841191ethanolCLASS	6	7	9	0	A000000000aaaaaaaAAAAA	1	SSS1S11SSSASSLASS	0
.Theprecipitate	1	13	0	1	Aaaaaaaaaaaaaa	1	...T.Theteatetate	0
ethanolCLASSV93P0029S1236	8	7	10	0	aaaaaaaAAAAAA00A0000A0000	1	eeeteth6362361236	0
ReactionAssembly	2	14	0	0	AaaaaaaaAaaaaaaa	1	RRReReaylyblymbly	0
,0.056mol)(	0	3	4	1	0000aaa	1	,,,0,0.()(l)(ol)(	0
)usingafritted	0	13	0	1	aaaaaaaaaaaaa	1	)))u)usdedtedtted	0
onarotaryevaporator	0	19	0	0	aaaaaaaaaaaaaaaaaaa	1	ooononarortorator	0
isfollowedby	0	12	0	0	aaaaaaaaaaaa	1	iiisisfybydbyedby	0
andtheresidueis	0	15	0	0	aaaaaaaaaaaaaaa	1	aaanandsiseisueis	0
evaporatorfor1	0	13	1	0	aaaaaaaaaaaaa0	1	eeeveva1r1or1for1	0
50mL	1	1	2	0	00aA	1	555050mLmL0mL50mL	0
fritted	0	7	0	0	aaaaaaa	1	fffrfridedtedtted	0
solution	0	8	0	0	aaaaaaaa	1	sssosolnoniontion	0
Note7).	1	3	1	1	Aaaa0	1	NNNoNot.).7).e7).	0
,10%w/w)	0	2	2	1	00aa	1	,,,1,10)w)/w)w/w)	0
2-Lsingle-necked	1	12	1	1	0Aaaaaaaaaaaaa	1	222-2-Ldedkedcked	0
isvacuum-filteredthroughapad	0	27	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaaa	1	iiisisvdadpadapad	0
.Absolute	1	7	0	1	Aaaaaaaa	1	...A.Abeteutelute	0
)with	0	4	0	1	aaaa	1	)))w)wihthithwith	0
).Figure	1	5	0	1	Aaaaaa	1	))).).Fereuregure	0
throughapadofsilica	0	19	0	0	aaaaaaaaaaaaaaaaaaa	1	ttththracaicalica	0
20-30mL	1	1	4	1	0000aA	1	222020-LmL0mL30mL	0
vacuo(	0	5	0	1	aaaaa	1	vvvavac(o(uo(cuo(	0
ismonitoredbya	0	14	0	0	aaaaaaaaaaaaaa	1	iiisismayabyadbya	0
magneticstirbaris	0	17	0	0	aaaaaaaaaaaaaaaaa	1	mmmamagsisrisaris	0
isused	0	6	0	0	aaaaaa	1	iiisisudedsedused	0
10g	0	1	2	0	00a	0		0
471Amberlyst®15CLASS	6	8	5	0	000Aaaaaaaaa00AAAAA	1	4447471SSSASSLASS	0
througha	0	8	0	0	aaaaaaaa	1	ttththrahaghaugha	0
theinternaltemperaturereach	0	27	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaa	1	ttththehchacheach	0
single-neckedround-bottomedflaskand	0	33	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	sssisindndandkand	0
collectedfiltrateisvacuum-filtered	0	33	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	cccocoldedredered	0
CLASSV93P0029S11667	8	0	11	0	AAAAAA00A0000A00000	1	CCCLCLA7676671667	0
ethylacetate	0	12	0	0	aaaaaaaaaaaa	1	eeetetheteatetate	1
flaskisplacedinan	0	17	0	0	aaaaaaaaaaaaaaaaa	1	ffflflanannaninan	0
isconcentrated	0	14	0	0	aaaaaaaaaaaaaa	1	iiisiscdedtedated	0
thermometerplacedinside	0	23	0	0	aaaaaaaaaaaaaaaaaaaaaaa	1	ttththeedeideside	0
water(5	0	5	1	1	aaaaa0	1	wwwawat5(5r(5er(5	0
Theoilyresidueistransferred	1	26	0	0	Aaaaaaaaaaaaaaaaaaaaaaaaaaa	1	TTThThededredrred	0
inanoil	0	7	0	0	aaaaaaa	1	iiininaliloilnoil	0
S11184	1	0	5	0	A00000	1	SSS1S114841841184	0
stirbarisadded	0	14	0	0	aaaaaaaaaaaaaa	1	ssststideddeddded	0
reactionmixtureisplaced	0	23	0	0	aaaaaaaaaaaaaaaaaaaaaaa	1	rrrereadedcedaced	0
1257ethyl	0	5	4	0	0000aaaaa	1	1112125lylhylthyl	0
filter,andthe	0	12	0	1	aaaaaaaaaaaa	1	fffifilehethedthe	0
isobtainedadeeply	0	17	0	0	aaaaaaaaaaaaaaaaa	1	iiisisoylyplyeply	0
residual	0	8	0	0	aaaaaaaa	1	rrrereslalualdual	0
10%	0	0	2	1	00	0		0
afrittedfilterand	0	17	0	0	aaaaaaaaaaaaaaaaa	1	aaafafrdndandrand	0
ethanol	0	7	0	0	aaaaaaa	1	eeetethlolnolanol	1
6).Absolute	1	7	1	1	0Aaaaaaaa	1	666)6).eteutelute	0
(5.5g,79	0	1	4	1	00a00	1	(((5(5.979,79g,79	0
100	0	0	3	0	000	0		0
,0.056	0	0	4	1	0000	1	,,,0,0.656056.056	0
obtained	0	8	0	0	aaaaaaaa	1	ooobobtdednedined	0
stirbarischargedwith	0	20	0	0	aaaaaaaaaaaaaaaaaaaa	1	ssststihthithwith	0
15bydecantationof	0	15	2	0	00aaaaaaaaaaaaaaa	1	111515bfofnofonof	0
removedinvacuo(0.5	0	14	2	1	aaaaaaaaaaaaaa00	1	rrrerem5.50.5(0.5	0
Flashcolumnchromatography	1	24	0	0	Aaaaaaaaaaaaaaaaaaaaaaaaa	1	FFFlFlayhyphyaphy	0
barischargedwith	0	16	0	0	aaaaaaaaaaaaaaaa	1	bbbabarhthithwith	0
).Theflaskis	1	9	0	1	Aaaaaaaaaa	1	))).).Tsiskisskis	0
1CLASS	5	0	1	0	0AAAAA	1	111C1CLSSSASSLASS	0
mmol)(Note1	1	7	1	1	aaaaAaaa0	1	mmmmmmo1e1te1ote1	0
isrinsed	0	8	0	0	aaaaaaaa	1	iiisisrdedsednsed	0
Immediateprecipitation	1	21	0	0	Aaaaaaaaaaaaaaaaaaaaaa	1	IIImImmnoniontion	0
flaskis	0	7	0	0	aaaaaaa	1	ffflflasiskisskis	0
Absolute	1	7	0	0	Aaaaaaaa	1	AAAbAbseteutelute	0
10g,	0	1	2	1	00a	1	111010g,g,0g,10g,	0
filter,and	0	9	0	1	aaaaaaaaa	1	fffifildndand,and	0
temperatureismonitoredbya	0	25	0	0	aaaaaaaaaaaaaaaaaaaaaaaaa	1	tttetemayabyadbya	0
1601silicagel	0	9	4	0	0000aaaaaaaaa	1	1116160lelgelagel	0
furfuralCLASSV93P0029S1458	8	8	10	0	aaaaaaaaAAAAAA00A0000A0000	1	fffufur8584581458	0
Flashcolumnchromatography(Note	2	27	0	1	AaaaaaaaaaaaaaaaaaaaaaaaaAaaa	1	FFFlFlaeteoteNote	0
Thereaction	1	10	0	0	Aaaaaaaaaaa	1	TTThThenoniontion	0
AssemblyV93P0029S114991512	4	7	15	0	AaaaaaaaA00A0000A000000000	1	AAAsAss2125121512	0
invacuo(0.5	0	7	2	1	aaaaaaa00	1	iiininv5.50.5(0.5	0
12441257	0	0	8	0	00000000	1	11121247572571257	0
acetateCLASSV93P0029	7	7	6	0	aaaaaaaAAAAAA00A0000	1	aaacace9290290029	0
temperature.	0	11	0	1	aaaaaaaaaaa	1	tttetem.e.re.ure.	0
Hydroxymethyl)	1	12	0	1	Aaaaaaaaaaaaa	1	HHHyHyd)l)yl)hyl)	0
tetraethylammoniumbromide(	0	25	0	1	aaaaaaaaaaaaaaaaaaaaaaaaa	1	tttetet(e(de(ide(	0
45g,	0	1	2	1	00a	1	444545g,g,5g,45g,	0
solution.Thereactionmixture	1	25	0	1	aaaaaaaaAaaaaaaaaaaaaaaaaa	1	sssosolereureture	0
separated	0	9	0	0	aaaaaaaaa	1	sssesepdedtedated	0
Notes13	1	4	2	0	Aaaaa00	1	NNNoNot313s13es13	0
single-necked	0	12	0	1	aaaaaaaaaaaa	1	sssisindedkedcked	0
a50mLsingle-necked	1	14	2	1	a00aAaaaaaaaaaaaa	1	aaa5a50dedkedcked	0
5-(Hydroxymethyl)	1	12	1	1	0Aaaaaaaaaaaaa	1	555-5-()l)yl)hyl)	0
mL	1	1	0	0	aA	0		0
temperature.Theprecipitate	1	24	0	1	aaaaaaaaaaaAaaaaaaaaaaaaa	1	tttetemeteatetate	0
with97	0	4	2	0	aaaa00	1	wwwiwit797h97th97	0
Immediateprecipitationofthetetraethylammonium	1	44	0	0	Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	IIImImmmumiumnium	0
V93P0029S1949	3	0	10	0	A00A0000A0000	1	VVV9V939499491949	0
isplacedonarotary	0	17	0	0	aaaaaaaaaaaaaaaaa	1	iiisispyryarytary	0
Amberlyst®15(	1	8	2	1	Aaaaaaaaa00	1	AAAmAmb(5(15(®15(	0
thesolution	0	11	0	0	aaaaaaaaaaa	1	ttththenoniontion	0
90	0	0	2	0	00	0		0
)(Note8)	1	3	1	1	Aaaa0	1	)))()(N)8)e8)te8)	0
liquid(	0	6	0	1	aaaaaa	1	llliliq(d(id(uid(	0
97	0	0	2	0	00	0		0
).Thecollected	1	11	0	1	Aaaaaaaaaaaa	1	))).).Tdedtedcted	0
room	0	4	0	0	aaaa	1	rrroroomomoomroom	0
thetransfer,and	0	14	0	1	aaaaaaaaaaaaaa	1	ttththedndand,and	0
209214water	0	5	6	0	000000aaaaa	1	2220209rerterater	0
226234	0	0	6	0	000000	1	22222264342346234	0
witha3.5-cmellipsoidalmagnetic	0	26	2	1	aaaaa00aaaaaaaaaaaaaaaaaaaaa	1	wwwiwitcicticetic	0
periodtheflask	0	14	0	0	aaaaaaaaaaaaaa	1	pppeperkskasklask	0
absoluteanhydrousethanol(	0	24	0	1	aaaaaaaaaaaaaaaaaaaaaaaa	1	aaababs(l(ol(nol(	0
Amberlyst®15bydecantation	1	21	2	0	Aaaaaaaaa00aaaaaaaaaaaaa	1	AAAmAmbnoniontion	0
Thestirringiscontinuedfor	1	24	0	0	Aaaaaaaaaaaaaaaaaaaaaaaaa	1	TTThTherorfordfor	0
ellipsoidalmagnetic	0	19	0	0	aaaaaaaaaaaaaaaaaaa	1	eeelellcicticetic	0
a2-Lsingle-neckedround-bottomedflask	1	31	1	1	a0Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	aaa2a2-kskasklask	0
separatedfromtheAmberlyst®	1	24	0	0	aaaaaaaaaaaaaaaaAaaaaaaaa	1	sssesep®t®st®yst®	0
with97%	0	4	2	1	aaaa00	1	wwwiwit%7%97%h97%	0
frittedfilterandthecake	0	23	0	0	aaaaaaaaaaaaaaaaaaaaaaa	1	fffrfriekeakecake	0
thetitle	0	8	0	0	aaaaaaaa	1	ttththeeletleitle	0
thermometerplacedinsidethereaction	0	34	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	ttththenoniontion	0
V93P0029S11244	3	0	11	0	A00A0000A00000	1	VVV9V934442441244	0
absolute	0	8	0	0	aaaaaaaa	1	aaababseteutelute	0
15(1g,	0	1	3	1	000a	1	111515(,g,1g,(1g,	0
apadofsilica	0	12	0	0	aaaaaaaaaaaa	1	aaapapaacaicalica	0
(20-30mL)	1	1	4	1	0000aA	1	(((2(20)L)mL)0mL)	0
1191	0	0	4	0	0000	1	11111191911911191	0
ofethylacetate	0	14	0	0	aaaaaaaaaaaaaa	1	ooofofeeteatetate	0
).Figure1.	1	5	1	1	Aaaaaa0	1	))).).F.1.e1.re1.	0
hot	0	3	0	0	aaa	0		0
4)isadded.	0	7	1	1	0aaaaaaa	1	444)4)i.d.ed.ded.	0
stirringiscontinued	0	19	0	0	aaaaaaaaaaaaaaaaaaa	1	ssststideduednued	0
and15).Figure	1	8	2	1	aaa00Aaaaaa	1	aaanandereuregure	0
83-87%)	0	0	4	1	0000	1	888383-)%)7%)87%)	0
CLASSV93P0029S1236237	8	0	13	0	AAAAAA00A0000A0000000	1	CCCLCLA7372376237	0
obtainedadeeplyorange	0	21	0	0	aaaaaaaaaaaaaaaaaaaaa	1	ooobobtegengeange	0
A	1	0	0	0	A	0		0
residueistransferredintoa	0	25	0	0	aaaaaaaaaaaaaaaaaaaaaaaaa	1	rrreresaoatoantoa	0
CLASSV93P0029T04043	8	0	11	0	AAAAAA00A0000A00000	1	CCCLCLA3430434043	0
after	0	5	0	0	aaaaa	1	aaafaftrerterfter	0
L)	1	0	0	1	A	0		0
15bydecantationofthe	0	18	2	0	00aaaaaaaaaaaaaaaaaa	1	111515behethefthe	0
2362371CLASS	5	0	7	0	0000000AAAAA	1	2223236SSSASSLASS	0
,andthe	0	6	0	1	aaaaaa	1	,,,a,anehethedthe	0
15mmHg	1	3	2	0	00aaAa	1	111515mgHgmHgmmHg	0
isusedto	0	8	0	0	aaaaaaaa	1	iiisisuotodtoedto	0
frittedfilter,	0	13	0	1	aaaaaaaaaaaaa	1	fffrfri,r,er,ter,	0
.Thestirringis	1	12	0	1	Aaaaaaaaaaaaa	1	...T.Thsisgisngis	0
insidethereactionmixture	0	24	0	0	aaaaaaaaaaaaaaaaaaaaaaaa	1	iiininsereureture	0
mmHg	1	3	0	0	aaAa	1	mmmmmmHgHgmHgmmHg	0
concentratedby	0	14	0	0	aaaaaaaaaaaaaa	1	cccoconybydbyedby	0
gelCLASSV93P0029S11244	8	3	11	0	aaaAAAAAA00A0000A00000	1	gggegel4442441244	0
theresidualorganicsolvent	0	25	0	0	aaaaaaaaaaaaaaaaaaaaaaaaa	1	ttththetntentvent	0
Figure1.ReactionAssembly	3	19	1	1	Aaaaaa0AaaaaaaaAaaaaaaa	1	FFFiFigylyblymbly	0
stirring.Immediate	1	16	0	1	aaaaaaaaAaaaaaaaa	1	ssststieteateiate	0
873	0	0	3	0	000	0		0
83-87	0	0	4	1	0000	1	888383-787-873-87	0
),whichisfollowed	0	15	0	1	aaaaaaaaaaaaaaa	1	))),),wdedwedowed	0
Synthesis	1	8	0	0	Aaaaaaaaa	1	SSSySynsissisesis	0
,	0	0	0	1		0		0
inan	0	4	0	0	aaaa	1	iiininanannaninan	0
isobserved,	0	10	0	1	aaaaaaaaaa	1	iiisiso,d,ed,ved,	0
precipitate	0	11	0	0	aaaaaaaaaaa	1	ppprpreeteatetate	0
transferredinto	0	15	0	0	aaaaaaaaaaaaaaa	1	tttrtraotontointo	0
istransferredinto	0	17	0	0	aaaaaaaaaaaaaaaaa	1	iiisistotontointo	0
vacuo	0	5	0	0	aaaaa	1	vvvavacouocuoacuo	0
chromatography	0	14	0	0	aaaaaaaaaaaaaa	1	ccchchryhyphyaphy	0
thetransfer	0	11	0	0	aaaaaaaaaaa	1	ttththererfersfer	0
togive	0	6	0	0	aaaaaa	1	tttotogeveivegive	0
759772Amberlyst®	1	8	6	0	000000Aaaaaaaaa	1	7775759®t®st®yst®	0
Immediateprecipitationof	1	23	0	0	Aaaaaaaaaaaaaaaaaaaaaaaa	1	IIImImmfofnofonof	0
CLASSV93P0029S1145171	8	0	13	0	AAAAAA00A0000A0000000	1	CCCLCLA1711715171	0
(HMF)5-	3	0	1	1	AAA0	1	(((H(HM-5-)5-F)5-	0
liquid(5.8-6.1	0	6	4	1	aaaaaa0000	1	llliliq1.16.1-6.1	0
CLASSV93P0029S11322	8	0	11	0	AAAAAA00A0000A00000	1	CCCLCLA2223221322	0
2).The	1	2	1	1	0Aaa	1	222)2).eheThe.The	0
mmol)	0	4	0	1	aaaa	1	mmmmmmo)l)ol)mol)	0
a50mL	1	2	2	0	a00aA	1	aaa5a50LmL0mL50mL	0
100mL)	1	1	3	1	000aA	1	1110100)L)mL)0mL)	0
10%w/w)(	0	2	2	1	00aa	1	111010%()(w)(/w)(	0
towashthecatalystafter	0	22	0	0	aaaaaaaaaaaaaaaaaaaaaa	1	tttotowrerterfter	0
fructose(1)(	0	8	1	1	aaaaaaaa0	1	fffrfru()(1)((1)(	0
ethanol(25	0	7	2	1	aaaaaaa00	1	eeeteth525(25l(25	0
temperatureis	0	13	0	0	aaaaaaaaaaaaa	1	tttetemsiseisreis	0
Hydroxymethyl)furfural(HMF	4	20	0	1	AaaaaaaaaaaaaaaaaaaaaAAA	1	HHHyHydFMFHMF(HMF	0
frittedfilterand	0	16	0	0	aaaaaaaaaaaaaaaa	1	fffrfridndandrand	0
orangeliquid(5.5	0	12	2	1	aaaaaaaaaaaa00	1	ooorora5.55.5(5.5	0
),whichis	0	7	0	1	aaaaaaa	1	))),),wsishischis	0
isrinsedwithethyl	0	17	0	0	aaaaaaaaaaaaaaaaa	1	iiisisrlylhylthyl	0
°C,15mmHg)	2	3	2	1	A00aaAa	1	°°°C°C,)g)Hg)mHg)	0
vigorousstirring.Immediate	1	24	0	1	aaaaaaaaaaaaaaaaAaaaaaaaa	1	vvvivigeteateiate	0
1680ethylacetate	0	12	4	0	0000aaaaaaaaaaaa	1	1116168eteatetate	0
periodtheflaskisremoved	0	23	0	0	aaaaaaaaaaaaaaaaaaaaaaa	1	pppeperdedvedoved	0
,duringwhich	0	11	0	1	aaaaaaaaaaa	1	,,,d,duhchichhich	0
HMF	3	0	0	0	AAA	0		1
bromide(	0	7	0	1	aaaaaaa	1	bbbrbro(e(de(ide(	0
catalystafterthetransfer	0	24	0	0	aaaaaaaaaaaaaaaaaaaaaaaa	1	cccacatrerfersfer	0
)and90-92%	0	3	4	1	aaa0000	1	)))a)an%2%92%-92%	0
,0.056mol	0	3	4	1	0000aaa	1	,,,0,0.lolmol6mol	0
isremovedfromthe	0	16	0	0	aaaaaaaaaaaaaaaa	1	iiisisrehethemthe	0
chromatography(Note12)	1	17	2	1	aaaaaaaaaaaaaaAaaa00	1	ccchchr)2)12)e12)	0
and15)	0	3	2	1	aaa00	1	aaanand)5)15)d15)	0
5mL)and	1	4	1	1	0aAaaa	1	555m5mLdndand)and	0
13221348	0	0	8	0	00000000	1	11131328483481348	0
(1g,10	0	1	3	1	0a00	1	(((1(1g010,10g,10	0
).Flash	1	4	0	1	Aaaaa	1	))).).Fhshashlash	0
Flashcolumn	1	10	0	0	Aaaaaaaaaaa	1	FFFlFlanmnumnlumn	0
reactionmixtureturn	0	19	0	0	aaaaaaaaaaaaaaaaaaa	1	rrrereanrnurnturn	0
min,duringwhichtime	0	18	0	1	aaaaaaaaaaaaaaaaaa	1	mmmiminemeimetime	0
inanoilbathat	0	13	0	0	aaaaaaaaaaaaa	1	iiininatathatthat	0
filter	0	6	0	0	aaaaaa	1	fffifilrerterlter	0
CLASSV93P0029S1145	8	0	10	0	AAAAAA00A0000A0000	1	CCCLCLA5451451145	0
%purity(	0	6	0	1	aaaaaa	1	%%%p%pu(y(ty(ity(	0
30g)	0	1	2	1	00a	1	333030g)g)0g)30g)	0
purity(Note11	1	9	2	1	aaaaaaAaaa00	1	pppupur111e11te11	0
acetate(	0	7	0	1	aaaaaaa	1	aaacace(e(te(ate(	0
isadded.	0	7	0	1	aaaaaaa	1	iiisisa.d.ed.ded.	0
isadded,	0	7	0	1	aaaaaaa	1	iiisisa,d,ed,ded,	0
(25mL	1	1	2	1	00aA	1	(((2(25LmL5mL25mL	0
wash	0	4	0	0	aaaa	1	wwwawashshashwash	0
171	0	0	3	0	000	0		0
flaskandthe	0	11	0	0	aaaaaaaaaaa	1	ffflflaehethedthe	0
flaskandtheresidual	0	19	0	0	aaaaaaaaaaaaaaaaaaa	1	ffflflalalualdual	0
frittedfilter,and	0	16	0	1	aaaaaaaaaaaaaaaa	1	fffrfridndand,and	0
solutionseparated	0	17	0	0	aaaaaaaaaaaaaaaaa	1	sssosoldedtedated	0
,which	0	5	0	1	aaaaa	1	,,,w,whhchichhich	0
).Theflask	1	7	0	1	Aaaaaaaa	1	))).).Tkskasklask	0
.Absoluteethanol(20-30	1	14	4	1	Aaaaaaaaaaaaaaa0000	1	...A.Ab030-300-30	0
500-mLsingle-necked,round-bottomedflask	1	31	3	1	000aAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	5550500kskasklask	0
873880ethanolCLASSV93P0029	7	7	12	0	000000aaaaaaaAAAAAA00A0000	1	88878739290290029	0
,distilledwater(5	0	14	1	1	aaaaaaaaaaaaaa0	1	,,,d,di5(5r(5er(5	0
waapplied	0	9	0	0	aaaaaaaaa	1	wwwawaadediedlied	0
5mL	1	1	1	0	0aA	0		0
(30g	0	1	2	1	00a	1	(((3(30g0g30g(30g	0
255-(Hydroxymethyl	1	12	3	1	000Aaaaaaaaaaaaa	1	2225255lylhylthyl	0
duringwhichtimethe	0	18	0	0	aaaaaaaaaaaaaaaaaa	1	dddudurehetheethe	0
%)and90-92	0	3	4	1	aaa0000	1	%%%)%)a292-920-92	0
Thereactionmixtureis	1	19	0	0	Aaaaaaaaaaaaaaaaaaaa	1	TTThThesiseisreis	0
single-necked,round-bottomedflask	0	30	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	sssisinkskasklask	0
A500-mLsingle-necked,	2	13	3	1	A000aAaaaaaaaaaaaa	1	AAA5A50,d,ed,ked,	0
83-87%)and90-92	0	3	8	1	0000aaa0000	1	888383-292-920-92	0
1651silicagelCLASS	5	9	4	0	0000aaaaaaaaaAAAAA	1	1116165SSSASSLASS	0
.Thecollectedfiltrate	1	19	0	1	Aaaaaaaaaaaaaaaaaaaa	1	...T.Theteaterate	0
)5-(Hydroxymethyl	1	12	1	1	0Aaaaaaaaaaaaa	1	)))5)5-lylhylthyl	0
16671680ethylacetateCLASS	5	12	8	0	00000000aaaaaaaaaaaaAAAAA	1	1116166SSSASSLASS	0
theheatsourceandthe	0	19	0	0	aaaaaaaaaaaaaaaaaaa	1	ttththeehethedthe	0
water(5mL)	1	6	1	1	aaaaa0aA	1	wwwawat)L)mL)5mL)	0
furfural(2).	0	8	1	1	aaaaaaaa0	1	fffufur.).2).(2).	0
ischargedwithtetraethylammoniumbromide	0	38	0	0	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	iiisiscedeidemide	0
anoilbath	0	9	0	0	aaaaaaaaa	1	aaananohthathbath	0
,and	0	3	0	1	aaa	1	,,,a,andndand,and	0
evaporation(32°C	1	11	2	1	aaaaaaaaaaa00A	1	eeevevaC°C2°C32°C	0
)furfuralCLASSV93P0029	7	8	6	1	aaaaaaaaAAAAAA00A0000	1	)))f)fu9290290029	0
,0.056mol)	0	3	4	1	0000aaa	1	,,,0,0.)l)ol)mol)	0
mol)(Note	1	6	0	1	aaaAaaa	1	mmmomoleteoteNote	0
theaqueous	0	10	0	0	aaaaaaaaaa	1	ttththesusouseous	0
2362371CLASSV93P0029	7	0	13	0	0000000AAAAAA00A0000	1	22232369290290029	0
min,	0	3	0	1	aaa	1	mmmimin,n,in,min,	0
Hydroxymethyl)furfuralCLASSV93P0029	8	20	6	1	AaaaaaaaaaaaaaaaaaaaaAAAAAA00A0000	1	HHHyHyd9290290029	0
single-neckedround-bottomed	0	25	0	1	aaaaaaaaaaaaaaaaaaaaaaaaa	1	sssisindedmedomed	0
hotabsoluteanhydrousethanol(	0	27	0	1	aaaaaaaaaaaaaaaaaaaaaaaaaaa	1	hhhohot(l(ol(nol(	0
.Thetitlecompoundis	1	17	0	1	Aaaaaaaaaaaaaaaaaa	1	...T.Thsisdisndis	0
g)using	0	6	0	1	aaaaaa	1	ggg)g)ugngingsing	0
isremovedinvacuo	0	16	0	0	aaaaaaaaaaaaaaaa	1	iiisisrouocuoacuo	0
.Theoily	1	6	0	1	Aaaaaaa	1	...T.Thylyilyoily	0
solutionintoa	0	13	0	0	aaaaaaaaaaaaa	1	sssosolaoatoantoa	0
0255-(	0	0	4	1	0000	1	0002025(-(5-(55-(	0
S127282	1	0	6	0	A000000	1	SSS1S122822827282	0
observed,	0	8	0	1	aaaaaaaa	1	ooobobs,d,ed,ved,	0
°Candthe	1	6	0	0	Aaaaaaa	1	°°°C°Caehethedthe	0
ofsilicagel(30	0	11	2	1	aaaaaaaaaaa00	1	ooofofs030(30l(30	0
(Notes13	1	4	2	1	Aaaaa00	1	(((N(No313s13es13	0
20-30	0	0	4	1	0000	1	222020-030-300-30	0
brown(Note5	1	8	1	1	aaaaaAaaa0	1	bbbrbro5e5te5ote5	0
234fructoseCLASS	5	8	3	0	000aaaaaaaaAAAAA	1	2223234SSSASSLASS	0
Flash	1	4	0	0	Aaaaa	1	FFFlFlahshashlash	0
90-92%purity	0	6	4	1	0000aaaaaa	1	999090-ytyityrity	0
bydecantation	0	13	0	0	aaaaaaaaaaaaa	1	bbbybydnoniontion	0
filtrateis	0	10	0	0	aaaaaaaaaa	1	fffifilsiseisteis	0
145171tetraethylammonium	0	18	6	0	000000aaaaaaaaaaaaaaaaaa	1	1114145mumiumnium	0
.A500-mL	2	1	3	1	A000aA	1	...A.A5LmL-mL0-mL	0
.Figure1	1	5	1	1	Aaaaaa0	1	...F.Fi1e1re1ure1	0
acetate(1.5L	1	7	2	1	aaaaaaa00A	1	aaacaceL5L.5L1.5L	0
for1h(15	0	4	3	1	aaa0a00	1	fffofor515(15h(15	0
S1458471Amberlyst®	2	8	7	0	A0000000Aaaaaaaaa	1	SSS1S14®t®st®yst®	0
S113221348tetraethylammoniumbromide	1	25	9	0	A000000000aaaaaaaaaaaaaaaaaaaaaaaaa	1	SSS1S11edeidemide	0
